sample_id,split,failure_reason,audio_frames,vision_frames
MOfEl_1dh-g_0_0,train,audio_nonfinite_2,,
MRU65o1odI4_0_0,train,audio_nonfinite_2,,
MSmTFZ_-THM_0_0,train,audio_nonfinite_2,,
MWCNzYUCys0_0_0,train,audio_nonfinite_2,,
MZoLQD83R-4_69_054,train,vision_mask_zero,,
MbpPBLUjpV4_0_0,train,audio_nonfinite_2,,
MbpPBLUjpV4_115_09,train,vision_mask_zero,,
MbpPBLUjpV4_92_79,train,vision_mask_zero,,
MoQmPA7Q07Q_0_0,valid,audio_nonfinite_2,,
MroQfGehC84_0_0,train,audio_nonfinite_2,,
N0d2JL7JC1s_0_0124716553288,test,audio_nonfinite_2,,
N0pKIn6VhOw_0_0,train,audio_nonfinite_2,,
N3vSaV8Ztrg_0_0,train,audio_nonfinite_2,,
NCJTV5KaJJc_44_7,train,vision_mask_zero,,
NDMAVMZyISM_1_03,train,vision_mask_zero,,
NG7QLq4XlWo_0_0,train,audio_nonfinite_2,,
NG7QLq4XlWo_106_53,train,vision_mask_zero,,
NG7QLq4XlWo_130_047,train,vision_mask_zero,,
NG7QLq4XlWo_133_115,train,vision_mask_zero,,
NIpuKcoJhGM_0_0,test,audio_nonfinite_2,,
NKindd5Xn3s_0_0,train,audio_nonfinite_2,,
NKindd5Xn3s_99_086,train,vision_mask_zero,,
NOGhjdK-rDI_0_0,test,audio_nonfinite_2,,
NOl0v54DaXo_26_012,train,vision_mask_zero,,
NOl0v54DaXo_38_006,train,vision_mask_zero,,
NVLPURuAVLU_12_004,test,vision_mask_zero,,
Nd55vByy2F8_27_1,train,vision_mask_zero,,
Nmd50Uzyybs_0_0,train,audio_nonfinite_2,,
NoOt0oU843M_31_5,test,vision_mask_zero,,
NocexkPXja8_110_82,test,vision_mask_zero,,
Nrurc5sMUOE_78_035,valid,vision_mask_zero,,
Ns_h5IVcZ9k_0_0,train,audio_nonfinite_2,,
Ns_h5IVcZ9k_20_016,train,vision_mask_zero,,
NuRvTWhELqs_0_0,train,audio_nonfinite_2,,
O2CEvvYWWbU_13_013,train,vision_mask_zero,,
O3whFU2lAAk_110_67,train,vision_mask_zero,,
OAV6KKf60bQ_36_27,train,vision_mask_zero,,
OEOkmrKvTUo_0_0,train,audio_nonfinite_2,,
OEesmAnTpeA_0_0,train,audio_nonfinite_2,,
OFBc3z99bIc_132_58,train,vision_mask_zero,,
OFBc3z99bIc_5_3,train,vision_mask_zero,,
OFia3dWgaoI_34_15,test,vision_mask_zero,,
OHWyYVux-yw_101_61,train,vision_mask_zero,,
OHWyYVux-yw_45_23,train,vision_mask_zero,,
OHWyYVux-yw_86_037,train,vision_mask_zero,,
OJwO6g01qO8_52_053,train,vision_mask_zero,,
OKJPFisBoPY_0_0,test,audio_nonfinite_2,,
OKSx1zxHGpQ_104_036,train,vision_mask_zero,,
OKSx1zxHGpQ_188_075,train,vision_mask_zero,,
OLP0nCKwU6k_51_045,valid,vision_mask_zero,,
OORklkFql3k_170_115,test,vision_mask_zero,,
OORklkFql3k_220_8,test,vision_mask_zero,,
OORklkFql3k_53_4,test,vision_mask_zero,,
OOh1_ffKOKk_54_029,train,vision_mask_zero,,
OPXmk49KyiU_0_0,train,audio_nonfinite_2,,
OUjzDchhkIA_0_0,train,audio_nonfinite_2,,
OWWHjP3pX9o_14_13,test,vision_mask_zero,,
Ob8vPQCPDX0_71_066,train,vision_mask_zero,,
OctOcfI4KSs_110_091,test,vision_mask_zero,,
Olx-sTx7HTk_0_0,train,audio_nonfinite_2,,
Op3CnqRLD9w_0_0,train,audio_nonfinite_2,,
OwE-7MwzfYI_0_0,valid,audio_nonfinite_2,,
PANWQeBKStk_0_0,train,audio_nonfinite_2,,
PGBrZLC15yA_0_0,train,audio_nonfinite_2,,
PGBrZLC15yA_40_16,train,vision_mask_zero,,
PHJ8eybXJdw_48_032,train,vision_mask_zero,,
PHZIx22aFhU_0_0124716553288,test,audio_nonfinite_2,,
PQYmOknHA4c_39_014,train,vision_mask_zero,,
PRZ4VhESz1A_0_0,train,audio_nonfinite_2,,
PYylJk8R9Ak_0_0,train,audio_nonfinite_2,,
Pbu6oAKFCvo_0_0,test,audio_nonfinite_2,,
PmemTgQHagk_0_0,train,audio_nonfinite_2,,
PoKZEKOf1dA_0_0,train,audio_nonfinite_2,,
PoKZEKOf1dA_29_0015,train,vision_mask_zero,,
PwapK9d8IGk_47_034,valid,vision_mask_zero,,
PyQrAYl1bFs_0_0,valid,audio_nonfinite_2,,
Q7OvlYjNt9w_0_0,train,audio_nonfinite_2,,
QDRtKv8PvFs_0_0,train,audio_nonfinite_2,,
QE0pAVSPsKQ_129_038,train,vision_mask_zero,,
QI-TTqj0KnA_47_32,train,vision_mask_zero,,
QIonRUsCqBs_0_0,test,audio_nonfinite_2,,
QLI-OnegxFM_75_61,test,vision_mask_zero,,
QNxiqu1y1N0_0_0,train,audio_nonfinite_2,,
QUpI5kMw_nA_120_098,train,vision_mask_zero,,
QWaUvAL-yiA_18_7,train,vision_mask_zero,,
QWll4lS1qqI_74_033,test,vision_mask_zero,,
QWzIJuhLLrc_0_0,train,audio_nonfinite_2,,
QYp0lGhyL6A_40_26,train,vision_mask_zero,,
Qfa1fY_07bQ_0_0,test,audio_nonfinite_2,,
Qfa1fY_07bQ_31_022,test,vision_mask_zero,,
R0uRDh-engU_64_056,train,vision_mask_zero,,
R8Kw_4Y9E0s_34_034,train,vision_mask_zero,,
R8leu0tEJ4o_111_1,train,vision_mask_zero,,
R8leu0tEJ4o_87_083,train,vision_mask_zero,,
R9ypacCuEZo_152_036,train,vision_mask_zero,,
RAiO_rChmdU_49_046,train,vision_mask_zero,,
RIAEgUKtzxw_14_01,train,vision_mask_zero,,
ROC2YI3tDsk_0_0,test,audio_nonfinite_2,,
RS5WM3q2ZZQ_0_0,train,audio_nonfinite_2,,
RST6PgpsLws_0_0124716553288,train,audio_nonfinite_2,,
RVC8l5hf2Eg_0_0,test,audio_nonfinite_2,,
RVC8l5hf2Eg_115_7,test,vision_mask_zero,,
RVC8l5hf2Eg_73_035,test,vision_mask_zero,,
Rdf0Psjyrwc_0_0,train,audio_nonfinite_2,,
RqOgkJbqFXg_40_31,train,vision_mask_zero,,
RrGpzInAwCg_0_0,valid,audio_nonfinite_2,,
Rt9rN1ntS3E_45_05,train,vision_mask_zero,,
Rt9rN1ntS3E_50_039,train,vision_mask_zero,,
RvmTZVNAAuQ_75_59,test,vision_mask_zero,,
RwcTz-tOIeo_0_0,train,audio_nonfinite_2,,
S21ApRNQ9Ko_0_0,train,audio_nonfinite_2,,
S2znq3iRPwE_0_0,train,audio_nonfinite_2,,
S2znq3iRPwE_78_054,train,vision_mask_zero,,
S2znq3iRPwE_97_75,train,vision_mask_zero,,
SD6wphlw72U_0_0,test,audio_nonfinite_2,,
SD6wphlw72U_27_08,test,vision_mask_zero,,
SH0OYx3fR7s_0_0,test,audio_nonfinite_2,,
SLi2gT5H6m8_0_0,train,audio_nonfinite_1,,
SLi2gT5H6m8_40_29,train,vision_mask_zero,,
SMzV26l6iA0_0_0,train,audio_nonfinite_2,,
SWHmteF5Rlk_27_13,train,vision_mask_zero,,
SWhfaL7AdEc_0_0,train,audio_nonfinite_2,,
SYQ_zv8dWng_0_0,test,audio_nonfinite_2,,
SYnygYs-fAg_64_027,train,vision_mask_zero,,
SaNXCez-9iQ_0_0124716553288,train,audio_nonfinite_2,,
Sb2xMPwNKPo_0_0,train,audio_nonfinite_2,,
ShgrdU9WAJE_145_92,train,vision_mask_zero,,
SqAiJrvHXNA_150_56,test,vision_mask_zero,,
SqAiJrvHXNA_174_127,test,vision_mask_zero,,
SqofxdeEcjg_62_11,test,vision_mask_zero,,
SqofxdeEcjg_94_068,test,vision_mask_zero,,
SrMN3rwvCsE_41_039,train,vision_mask_zero,,
SuIcJvERiFk_0_0124716553288,valid,audio_nonfinite_2,,
SuKnUzid-1g_0_0,train,audio_nonfinite_2,,
SwT0gh0V8fI_10_338,test,audio_nonfinite_2,,
SwT0gh0V8fI_135_016,test,vision_mask_zero,,
SwT0gh0V8fI_171_034,test,vision_mask_zero,,
T-8TvJcS78w_71_5,train,vision_mask_zero,,
T4e4Ba1sRg0_0_0,train,audio_nonfinite_2,,
TFKgo5JlPro_0_0,train,audio_nonfinite_2,,
TLPlduck5II_0_0,test,audio_nonfinite_1,,
TM7cHOHfF70_0_0,train,audio_nonfinite_2,,
TM7cHOHfF70_71_18,train,vision_mask_zero,,
TNwwVWA-oAE_0_0,train,audio_nonfinite_2,,
TNwwVWA-oAE_93_09,train,vision_mask_zero,,
TO5HjoK8Iu8_106_78,train,vision_mask_zero,,
TUY83eDK5jc_14_01,train,vision_mask_zero,,
TUzD45ghy4k_0_0,train,audio_nonfinite_2,,
TWf0XFpXwfs_0_0,train,audio_nonfinite_2,,
TXCXFYIc3Yo_0_0,valid,audio_nonfinite_2,,
TXiOSZdaLJ8_27_14,test,vision_mask_zero,,
TYJzg5IJN8o_0_0,valid,audio_nonfinite_2,,
TYJzg5IJN8o_75_57,valid,vision_mask_zero,,
Ta_IgA3XJ3s_110_82,train,vision_mask_zero,,
Ta_IgA3XJ3s_132_42,train,vision_mask_zero,,
Ta_IgA3XJ3s_94_058,train,vision_mask_zero,,
Tdw0fJt0lco_9_002,train,vision_mask_zero,,
TksWzxo81Mk_60_041,train,vision_mask_zero,,
Tpdqfpuumg4_0_0,valid,audio_nonfinite_2,,
Tpdqfpuumg4_84_29,valid,vision_mask_zero,,
TsfyeZ8hgwE_9_9,test,vision_mask_zero,,
TwTLsgfpKvA_84_01,train,vision_mask_zero,,
TxRtSItpGMo_0_0,test,audio_nonfinite_2,,
TxRtSItpGMo_15_905,test,audio_nonfinite_4,,
TxRtSItpGMo_27_569,test,audio_nonfinite_4,,
TxRtSItpGMo_38_584,test,audio_nonfinite_2,,
TxRtSItpGMo_46_656,test,audio_nonfinite_2,,
U6IqFbpM-VM_0_0,test,audio_nonfinite_2,,
UPghCarcnMc_0_0,train,audio_nonfinite_3,,
UPghCarcnMc_24_726,train,audio_nonfinite_2,,
UPghCarcnMc_32_249,train,audio_nonfinite_4,,
UPghCarcnMc_3_904,train,audio_nonfinite_5,,
UPghCarcnMc_40_1715,train,audio_nonfinite_4,,
UPghCarcnMc_9_501,train,audio_nonfinite_2,,
UTNP1roJV3I_27_01,train,vision_mask_zero,,
UUukBV82P9A_49_46,train,vision_mask_zero,,
UXvMaHD9kmA_21_015,train,vision_mask_zero,,
Ua4g9q0r-dI_104_035,train,vision_mask_zero,,
Ua4g9q0r-dI_136_022,train,vision_mask_zero,,
Uc-0G7RRxoY_71_17,train,vision_mask_zero,,
UgTM9y2rD38_0_0,train,audio_nonfinite_2,,
UiurP5k-f1A_36_0,test,vision_mask_zero,,
UmB5c_QqUPs_101_77,train,vision_mask_zero,,
UmB5c_QqUPs_138_089,train,vision_mask_zero,,
UmB5c_QqUPs_163_19,train,vision_mask_zero,,
V5lfNohNlEg_0_0,train,audio_nonfinite_2,,
VA6lVHlj5d0_0_0,train,audio_nonfinite_2,,
VA6lVHlj5d0_20_9,train,vision_mask_zero,,
VDjnKdFxuBE_0_0,train,audio_nonfinite_2,,
VN1IPN1TL3Q_0_0124716553288,train,audio_nonfinite_2,,
VS7xSvno7NA_53_26,test,vision_mask_zero,,
VXy21GwGs8o_0_0,test,audio_nonfinite_2,,
VcZffwwL0bw_16_569841269850002,train,audio_nonfinite_2,,
Vdf1McvE9ao_0_0,test,audio_nonfinite_2,,
Ve-mmCM8TI0_49_43,train,vision_mask_zero,,
Ve-mmCM8TI0_57_9,train,vision_mask_zero,,
Ve-mmCM8TI0_71_21,train,vision_mask_zero,,
VgqI1KRnDSw_0_0,train,audio_nonfinite_2,,
VhKJm_jiciU_89_15,train,vision_mask_zero,,
VinxKpWioTo_62_57,valid,vision_mask_zero,,
ViyQVpGW05w_21_06,valid,vision_mask_zero,,
Vlas-mPydcg_66_021,test,vision_mask_zero,,
VsXGwSZazwA_62_1,test,vision_mask_zero,,
Vv2DTPyyw90_0_0,train,audio_nonfinite_2,,
Vv2DTPyyw90_62_02,train,vision_mask_zero,,
VybXjsmsjAY_97_23,train,vision_mask_zero,,
W-q9bPlMIVI_18_7,train,vision_mask_zero,,
W-q9bPlMIVI_27_006,train,vision_mask_zero,,
W40BaML7mzc_0_0,train,audio_nonfinite_2,,
WANirpnKa4w_0_0,train,audio_nonfinite_2,,
WAXJRnJXmOA_0_0,train,audio_nonfinite_2,,
WBCRTcMJZZc_0_0,train,audio_nonfinite_2,,
WSjlhBDxNW8_0_0,train,audio_nonfinite_2,,
We5nTulz1Vs_0_0,train,audio_nonfinite_2,,
We5nTulz1Vs_47_046,train,vision_mask_zero,,
Wfn7XvSEwUA_43_025,train,vision_mask_zero,,
Wfn7XvSEwUA_50_039,train,vision_mask_zero,,
WgI8IbJtXHw_0_0,test,audio_nonfinite_2,,
Wmhif6hmPTQ_145_022,test,vision_mask_zero,,
Wnw1IAEDwDM_0_0,train,audio_nonfinite_2,,
WoL4fCxGd8Q_0_0,test,audio_nonfinite_2,,
WoL4fCxGd8Q_160_137,test,vision_mask_zero,,
WoL4fCxGd8Q_80_33,test,vision_mask_zero,,
Wx9nThz5z_Y_123_89,train,vision_mask_zero,,
X2Hs89fZ2-c_0_0,test,audio_nonfinite_2,,
X2Hs89fZ2-c_128_24,test,vision_mask_zero,,
X2Hs89fZ2-c_190_149,test,vision_mask_zero,,
X2Hs89fZ2-c_4_003,test,vision_mask_zero,,
X2leyjuolDM_75_32,train,vision_mask_zero,,
X6-jJO00DMg_0_0,train,audio_nonfinite_2,,
X6N7UEFJLNY_0_0,test,audio_nonfinite_2,,
XDVkhOziCkg_0_0,train,audio_nonfinite_2,,
XFJQJb0yaKY_0_0,train,audio_nonfinite_2,,
XLjpZUsFEXo_40_02,test,vision_mask_zero,,
XPoY4LD-A1I_11_3167800454,train,audio_nonfinite_4,,
XPoY4LD-A1I_18_1811791383,train,audio_nonfinite_2,,
XPoY4LD-A1I_50_6424036281,train,audio_nonfinite_2,,
XXvSLz8QmGk_57_042,train,vision_mask_zero,,
XadAy93f1P8_0_0,test,audio_nonfinite_2,,
XbkYA-iXUwA_47_041,test,vision_mask_zero,,
XblL7mcdDdg_0_0,train,audio_nonfinite_2,,
XblL7mcdDdg_111_049,train,vision_mask_zero,,
XblL7mcdDdg_79_78,train,vision_mask_zero,,
XcHLB-qfv5M_0_0,train,audio_nonfinite_2,,
XcHLB-qfv5M_27_02,train,vision_mask_zero,,
XgT2WWcXip4_0_0,train,audio_nonfinite_2,,
XlTYSOaZ_vM_0_0,test,audio_nonfinite_2,,
Xo6-V2RlWss_0_0,train,audio_nonfinite_2,,
Xq7zLxYHxd8_0_0,train,audio_nonfinite_2,,
Xq7zLxYHxd8_93_13,train,vision_mask_zero,,
XrNaL-MTjXg_75_31,test,vision_mask_zero,,
Y4izAQYtGEw_0_0,train,audio_nonfinite_2,,
Y7h-S3cJ52o_0_0,valid,audio_nonfinite_2,,
Y8dI1GTWCk4_3_44467120181,test,audio_nonfinite_2,,
Y9fvHRNz2Bs_97_37,train,vision_mask_zero,,
YITXOmhQhYE_142_009,train,vision_mask_zero,,
YITXOmhQhYE_146_37,train,vision_mask_zero,,
YQanVofsHoE_0_0,train,audio_nonfinite_2,,
YUNxD04EvfE_0_0124716553288,test,audio_nonfinite_2,,
YWjTWl0oNLk_53_28,train,vision_mask_zero,,
YWxvIFmYnNU_114_052,train,vision_mask_zero,,
YY2yjEEoB3U_1_7074829932,train,audio_nonfinite_2,,
YcJ5RJYUr7Y_106_69,train,vision_mask_zero,,
YcJ5RJYUr7Y_170_065,train,vision_mask_zero,,
YcJ5RJYUr7Y_27_16,train,vision_mask_zero,,
YcJ5RJYUr7Y_75_53,train,vision_mask_zero,,
YcJ5RJYUr7Y_92_85,train,vision_mask_zero,,
YfxtwXXkCmc_0_0,train,audio_nonfinite_2,,
YgyqX4aZ4tE_58_34,train,vision_mask_zero,,
YgyqX4aZ4tE_74_043,train,vision_mask_zero,,
Yi6Qyn4X8is_120_029,train,vision_mask_zero,,
Yi6Qyn4X8is_27_001,train,vision_mask_zero,,
Yn8vNC41UMg_162_113,train,vision_mask_zero,,
YqHEmUKUy-E_84_24,train,vision_mask_zero,,
YrPXbGBvqGo_0_0,train,audio_nonfinite_2,,
YsMM_1R1vtw_0_0,test,audio_nonfinite_2,,
Z-26eyME6Co_0_0,train,audio_nonfinite_2,,
Z-26eyME6Co_110_55,train,vision_mask_zero,,
ZKZ8UjaQQT4_44_42,test,vision_mask_zero,,
ZW4Oe_fKJM0_0_0,train,audio_nonfinite_2,,
ZW4Oe_fKJM0_36_36,train,vision_mask_zero,,
ZXHX_e6HCI0_0_0,train,audio_nonfinite_2,,
ZZ1IyZaMTWQ_0_0,train,audio_nonfinite_2,,
ZZ1IyZaMTWQ_57_012,train,vision_mask_zero,,
ZdX9sUd3bAI_42_027,train,vision_mask_zero,,
ZfQYEa2fHGo_0_0,train,audio_nonfinite_2,,
ZjsQqd6KZIg_45_0005,train,vision_mask_zero,,
ZltpfWh2aIw_0_0,train,audio_nonfinite_2,,
Zo8jCDGMWjw_0_0,train,audio_nonfinite_2,,
Zs8x712Y-CM_0_0,train,audio_nonfinite_2,,
ZtocGyL3Tfc_164_088,test,vision_mask_zero,,
ZznoGQVwTtw_24_04285714285,test,audio_nonfinite_2,,
_4K620KW_Is_50_038,train,vision_mask_zero,,
_4K620KW_Is_80_01,train,vision_mask_zero,,
_7HVhnSYX1Y_0_0,valid,audio_nonfinite_2,,
_7HVhnSYX1Y_154_57,valid,vision_mask_zero,,
_7HVhnSYX1Y_39_013,valid,vision_mask_zero,,
_8pvMpMdGM4_0_0,train,audio_nonfinite_2,,
_8pvMpMdGM4_194_75,train,vision_mask_zero,,
_8pvMpMdGM4_207_77,train,vision_mask_zero,,
_8pvMpMdGM4_47_016,train,vision_mask_zero,,
_8pvMpMdGM4_5_001,train,vision_mask_zero,,
_BvNNdEkhZA_0_0,valid,audio_nonfinite_2,,
_HabvL0VnrQ_64_006,train,vision_mask_zero,,
_HanACduNJk_27_359,train,audio_nonfinite_2,,
_HanACduNJk_46_452,train,audio_nonfinite_2,,
_HanACduNJk_53_102,train,audio_nonfinite_2,,
_HanACduNJk_69_505,train,audio_nonfinite_2,,
_HanACduNJk_87_164,train,audio_nonfinite_2,,
_UNQDdiAbWI_0_0,train,audio_nonfinite_2,,
_WA0HtVEe8U_0_0,test,audio_nonfinite_2,,
_bIJOxiIJFk_0_0,train,audio_nonfinite_2,,
_gr7o5ynhnw_57_033,valid,vision_mask_zero,,
_gr7o5ynhnw_62_49,valid,vision_mask_zero,,
_gzYkdjNvPc_53_24,valid,vision_mask_zero,,
_gzYkdjNvPc_71_22,valid,vision_mask_zero,,
_on_E-ZWy0I_124_24,test,vision_mask_zero,,
_on_E-ZWy0I_218_6955,test,audio_nonfinite_2,,
_on_E-ZWy0I_58_25,test,vision_mask_zero,,
_on_E-ZWy0I_75_9,test,vision_mask_zero,,
_q7DM8WkzAQ_137_12,test,vision_mask_zero,,
_qVgNLJCYdA_0_0,train,audio_nonfinite_2,,
_qVgNLJCYdA_58_039,train,vision_mask_zero,,
_tBaGXNwlp0_0_0,train,audio_nonfinite_2,,
_xjBqNfiEY4_0_0,train,audio_nonfinite_2,,
a-WihYDk6vc_0_0,valid,audio_nonfinite_2,,
a-WihYDk6vc_36_2,valid,vision_mask_zero,,
a4PHWxILDp0_111_7785,test,audio_nonfinite_2,,
a4PHWxILDp0_118_054,test,vision_mask_zero,,
a4PHWxILDp0_154_62,test,vision_mask_zero,,
a4PHWxILDp0_170_056,test,vision_mask_zero,,
a4PHWxILDp0_18_779,test,audio_nonfinite_2,,
a4PHWxILDp0_66_72,test,audio_nonfinite_2,,
a4vRa-_nuJw_0_0,train,audio_nonfinite_2,,
aDvgbBqTWWE_136_96,train,vision_mask_zero,,
aEaM_LOI-BM_0_0,train,audio_nonfinite_2,,
aEaM_LOI-BM_40_33,train,vision_mask_zero,,
aEaM_LOI-BM_68_028,train,vision_mask_zero,,
aFhT0px8AMw_0_0,train,audio_nonfinite_2,,
aFhc2ddipoM_0_0,valid,audio_nonfinite_2,,
aFhc2ddipoM_43_024,valid,vision_mask_zero,,
aFhc2ddipoM_75_54,valid,vision_mask_zero,,
aFjMWlR1QAY_35_013,train,vision_mask_zero,,
aIUF3QJJOF4_0_0,train,audio_nonfinite_2,,
aKPfbyW-Qxw_0_0,train,audio_nonfinite_2,,
aXla94xd_AQ_0_0,train,audio_nonfinite_2,,
aYdMtEO0cbI_12_005,train,vision_mask_zero,,
aZjCq_hv2Pk_53_6,train,vision_mask_zero,,
absh1hsZeF0_40_19,test,vision_mask_zero,,
afCsKTHteg4_0_0,train,audio_nonfinite_2,,
ahG9c_uaf8s_0_0,test,audio_nonfinite_2,,
ak7N0BqMluI_0_0,train,audio_nonfinite_2,,
ak7N0BqMluI_59_057,train,vision_mask_zero,,
amem5EmRG3s_35_6,train,vision_mask_zero,,
an_GzG40hcE_0_0,test,audio_nonfinite_2,,
assx_NKo-L8_129_088,train,vision_mask_zero,,
assx_NKo-L8_25_005,train,vision_mask_zero,,
assx_NKo-L8_82_6,train,vision_mask_zero,,
assx_NKo-L8_93_2,train,vision_mask_zero,,
auTpzciNgls_0_0,train,audio_nonfinite_2,,
avW2m6VHTyg_36_33,train,vision_mask_zero,,
b1LEcg6z66g_0_0,valid,audio_nonfinite_2,,
b1LEcg6z66g_106_38,valid,vision_mask_zero,,
b8xmgi4VV0M_97_24,train,vision_mask_zero,,
bAkUEnPoucg_0_0,valid,audio_nonfinite_2,,
bBJ0BxmIocQ_0_0,train,audio_nonfinite_2,,
bBJ0BxmIocQ_150_87,train,vision_mask_zero,,
bBJ0BxmIocQ_93_086,train,vision_mask_zero,,
bCDfIJ12oqM_0_0,train,audio_nonfinite_2,,
bD0FqMn1KXw_0_0,train,audio_nonfinite_2,,
bJI7-LnKPH4_40_11,train,vision_mask_zero,,
bU6CgE_kMRY_159_21,train,vision_mask_zero,,
bWmrrWQOVCM_13_6,test,vision_mask_zero,,
bWmrrWQOVCM_80_01,test,vision_mask_zero,,
babuyKl7EAw_0_0,train,audio_nonfinite_2,,
babuyKl7EAw_5_3,train,vision_mask_zero,,
bcns0Gu66D8_0_0,train,audio_nonfinite_1,,
bdFCD-3BCRg_130_026,test,vision_mask_zero,,
bdFCD-3BCRg_137_45,test,vision_mask_zero,,
bdFCD-3BCRg_45_1,test,vision_mask_zero,,
bdFCD-3BCRg_82_076,test,vision_mask_zero,,
bdtwQxwySN0_0_0,train,audio_nonfinite_2,,
bfy28AlY-TQ_98_019,train,vision_mask_zero,,
bhPB19tr-JY_0_0,train,audio_nonfinite_2,,
bhPB19tr-JY_53_001,train,vision_mask_zero,,
bj9e8w4vNxo_0_0,valid,audio_nonfinite_2,,
bnzVR2ETQQ8_37_037,test,vision_mask_zero,,
bzPFUVGPS3c_45_31,train,vision_mask_zero,,
c1a1y9ytHH0_0_0124716553288,valid,audio_nonfinite_2,,
c5VEvmutmVg_0_0,test,audio_nonfinite_2,,
c5VEvmutmVg_49_0015,test,vision_mask_zero,,
c5cB7AfVgcE_79_63,valid,vision_mask_zero,,
c805Td8A_Ek_123_98,train,vision_mask_zero,,
c805Td8A_Ek_65_063,train,vision_mask_zero,,
c805Td8A_Ek_75_072,train,vision_mask_zero,,
cEXJ2zFbC9I_64_056,train,vision_mask_zero,,
cHBRDdSXLtU_0_0,train,audio_nonfinite_2,,
cKxNJY7sA8s_0_0,train,audio_nonfinite_2,,
cMUS4nhcKCQ_0_0124716553288,train,audio_nonfinite_2,,
cMsTvqU_-rc_0_0,train,audio_nonfinite_2,,
cOcNe3L4VAg_0_0,train,audio_nonfinite_2,,
cOcNe3L4VAg_45_08,train,vision_mask_zero,,
cOcNe3L4VAg_58_18,train,vision_mask_zero,,
cR_KQlNhoNE_122_0105,train,vision_mask_zero,,
cSraseCDilY_0_0,train,audio_nonfinite_2,,
cX8FScpsfLE_0_0,test,audio_nonfinite_2,,
cfX_iuhCbRY_31_24,train,vision_mask_zero,,
cia8OM3Oe7Q_0_0,test,audio_nonfinite_2,,
cjgq9d8Zn9g_5_5,train,vision_mask_zero,,
cmJW6mkspkI_0_0,train,audio_nonfinite_2,,
cn0WZ8-0Z1Y_14_09,test,vision_mask_zero,,
cn0WZ8-0Z1Y_37_018,test,vision_mask_zero,,
ctMCSUT2LlQ_47_35,train,vision_mask_zero,,
d38u9n5GOLM_113_074,train,vision_mask_zero,,
d38u9n5GOLM_44_38,train,vision_mask_zero,,
d3I7Ug-_3L0_0_0,train,audio_nonfinite_2,,
d7Dz34-cZ74_0_0,train,audio_nonfinite_2,,
d7Dz34-cZ74_154_001,train,vision_mask_zero,,
d8BR6hsvzoY_36_1455,valid,audio_nonfinite_2,,
dBWvtPeHpWM_0_0,valid,audio_nonfinite_2,,
dBWvtPeHpWM_24_023,valid,vision_mask_zero,,
dCDAcBR505Q_114_062,train,vision_mask_zero,,
dCDAcBR505Q_73_045,train,vision_mask_zero,,
dDFyJp_OkeA_34_17,train,vision_mask_zero,,
dDFyJp_OkeA_38_026,train,vision_mask_zero,,
dDFyJp_OkeA_71_03,train,vision_mask_zero,,
dEBug0QYayY_0_0,train,audio_nonfinite_2,,
dEDbm2ubVRQ_0_0,valid,audio_nonfinite_2,,
dEDbm2ubVRQ_39_024,valid,vision_mask_zero,,
dEXSb0CfodU_4_002,train,vision_mask_zero,,
dHk--ExZbHs_0_0124716553288,test,audio_nonfinite_2,,
dLzsNc_hzkQ_0_0,train,audio_nonfinite_2,,
dR68gbeOWOc_0_939,test,audio_nonfinite_2,,
dSax_7klbfE_0_0,train,audio_nonfinite_2,,
dTcz1am1eUw_0_0,test,audio_nonfinite_2,,
dWfgSGnd9zM_0_0,train,audio_nonfinite_2,,
dWfgSGnd9zM_18_4,train,vision_mask_zero,,
dYyg91d7zjY_18_05,train,vision_mask_zero,,
dbH51F5Zqi4_0_0,train,audio_nonfinite_2,,
ddWHTdJz2O8_0_0,test,audio_nonfinite_2,,
ddix4XuaUlY_29_015,train,vision_mask_zero,,
dlE05KC95uk_22_7,test,vision_mask_zero,,
dlE05KC95uk_66_5,test,vision_mask_zero,,
dyZdiWNflko_23_1,train,vision_mask_zero,,
e1E5W_ZefmY_75_48,train,vision_mask_zero,,
e7_2U4lm6TE_101_97,train,vision_mask_zero,,
eD5cScqaf6c_26_002,test,vision_mask_zero,,
eFV7iFPYZB4_3_928571428575,test,audio_nonfinite_2,,
eKQKEi2-0Ws_0_0,test,audio_nonfinite_1,,
eOU_40p9RpA_0_0,train,audio_nonfinite_2,,
ePiz4zU6crI_0_0,train,audio_nonfinite_2,,
eSHOcLD5T58_31_007,train,vision_mask_zero,,
eTCnM472-cQ_0_0,train,audio_nonfinite_2,,
eTn2P4wmFr4_102_42,train,vision_mask_zero,,
eTn2P4wmFr4_117_035,train,vision_mask_zero,,
eUwbRLhV1vs_0_0,test,audio_nonfinite_2,,
eW1vgHE6FRM_0_0,train,audio_nonfinite_2,,
eW1vgHE6FRM_129_028,train,vision_mask_zero,,
eZVcshSUD3Q_0_0,train,audio_nonfinite_2,,
eaXDCknxPrU_0_0,train,audio_nonfinite_2,,
efLrpnuLwyU_0_0124716553288,train,audio_nonfinite_2,,
ejDe6hQWZOk_45_039,train,vision_mask_zero,,
ejDe6hQWZOk_5_2,train,vision_mask_zero,,
eo8L7lCTjDQ_0_0,train,audio_nonfinite_2,,
evAswZ6m3hg_44_39,valid,vision_mask_zero,,
f-ZNjqLlrm4_0_0,train,audio_nonfinite_2,,
f-ZNjqLlrm4_40_08,train,vision_mask_zero,,
